x1 x2 y
17.595072 2.299205 2
19.854782 14.171832 2
9.031466 14.235606 2
18.972342 8.522960 2
17.015491 12.288779 2
12.009878 24.768152 2
16.298492 15.425755 2
20.250353 17.281982 2
11.990372 16.131390 2
15.988863 14.003888 2
10.215365 13.429265 2
14.173189 2.916844 2
12.149629 16.506533 2
18.600174 6.318053 2
14.269215 12.155592 2
17.064533 18.814005 2
15.284660 21.991949 2
13.243041 17.800383 2
10.589101 11.757223 2
8.508099 5.755206 2
13.815327 16.931993 2
8.835831 12.699987 2
19.304413 4.521424 2
20.685280 15.438397 2
16.603060 6.088573 2
20.005047 25.003206 2
20.711868 2.800954 2
14.288762 14.996508 2
14.055359 16.447458 2
16.312906 4.824943 2
11.829643 16.293863 2
14.790171 14.357928 2
19.929230 23.550392 2
10.759515 13.066621 2
13.316835 5.480411 2
17.319826 14.892813 2
17.857082 26.731459 2
17.684231 7.993302 2
19.190573 9.948100 2
20.015968 15.717706 2
15.663551 4.720568 2
13.276145 26.754114 2
18.766962 24.676161 2
8.164706 25.271357 2
18.921108 20.605169 2
13.181366 15.406066 2
18.614697 11.899698 2
19.337017 4.581089 2
12.107955 2.364484 2
16.909807 23.627138 2
14.455645 14.721531 2
10.466894 25.898449 2
12.488152 4.371195 2
10.228409 22.491932 2
19.436232 26.793768 2
20.046150 3.861446 2
15.513260 21.284178 2
16.605658 10.722034 2
18.804651 10.722323 2
16.004646 3.304185 2
19.873047 21.316093 2
8.915089 11.041094 2
20.767632 20.490007 2
14.337607 14.431463 2
15.430800 20.171154 2
20.782688 15.217634 2
13.725641 5.526633 2
17.603678 20.635378 2
16.424953 14.964892 2
14.419746 16.181726 2
15.071414 7.516964 2
13.152007 4.604355 2
15.241745 6.563895 2
16.624378 21.746986 2
12.533810 16.830286 2
16.364113 5.052156 2
16.381491 26.738533 2
10.349417 3.956447 2
20.978491 7.456423 2
12.319175 6.243705 2
19.630362 10.688649 2
13.147733 2.153049 2
13.563818 23.309788 2
14.971459 11.764146 2
18.887949 7.433654 2
9.528465 3.176645 2
8.828105 3.728445 2
12.221209 4.561072 2
16.028782 12.032659 2
9.439491 17.696575 2
9.864217 17.251139 2
20.941048 20.713766 2
15.779188 25.312115 2
14.152861 25.675024 2
8.274550 25.135489 2
12.699958 3.511472 2
12.991454 13.867179 2
19.798393 6.327214 2
10.369768 6.205637 2
18.193726 6.273434 2
19.155001 17.923964 2
18.016121 25.554710 2
17.231199 17.145683 2
9.764835 23.505434 2
16.262733 16.004412 2
19.847759 13.166561 2
20.772129 9.688306 2
17.231590 10.696691 2
19.260534 22.492378 2
19.689569 26.936287 2
12.806689 22.212194 2
19.397373 24.537565 2
11.322771 17.616453 2
20.696894 10.456073 2
10.058097 3.341182 2
12.641684 22.089373 2
10.616521 25.486347 2
12.690311 15.180612 2
15.934607 8.930341 2
18.597692 17.501459 2
14.509520 14.073757 2
11.680504 16.510563 2
12.498525 4.564427 2
15.053439 15.504913 2
10.547941 17.721773 2
13.009843 5.249400 2
12.434164 22.385056 2
15.858052 20.194407 2
17.333021 9.042774 2
12.776920 24.425264 2
13.686881 14.825591 2
18.189579 23.200579 2
20.499865 11.985489 2
10.376343 12.934753 2
14.369372 25.418839 2
17.748348 3.009208 2
16.955961 20.316360 2
19.083401 6.777791 2
13.044416 25.288380 2
16.660610 20.303459 2
19.834484 16.923948 2
9.168283 15.247950 2
9.114877 4.885348 2
10.595543 8.758013 1
2.175174 2.347028 1
7.313161 12.850214 1
1.406949 8.713962 1
4.642320 8.883795 1
7.199631 21.510170 1
2.380359 13.068509 1
1.652500 26.039890 1
10.234116 9.623214 1
12.125200 10.317655 1
9.731698 9.329434 1
7.798402 24.555412 1
3.524438 13.548727 1
4.130503 21.340071 1
5.940651 12.169164 1
2.137381 3.862636 1
2.979326 7.529265 1
4.335108 12.487556 1
10.999114 20.616959 1
3.872427 16.657188 1
10.709201 7.411422 1
13.028535 21.267147 1
7.263740 11.892105 1
1.052452 19.182346 1
1.083232 25.076729 1
12.266535 7.055808 1
2.120444 25.130491 1
1.065639 19.913712 1
10.876626 10.476770 1
9.193732 19.178772 1
6.603750 19.194160 1
7.175516 26.880587 1
3.028911 9.954771 1
4.412559 15.061195 1
9.436805 8.500756 1
7.085709 24.218082 1
2.050585 15.039084 1
3.284328 10.493297 1
6.577184 5.055424 1
6.425084 7.538406 1
7.108160 20.435192 1
1.181469 25.092306 1
1.220138 15.051875 1
5.473128 18.278301 1
4.255135 8.847779 1
2.671594 2.774086 1
5.145133 26.854898 1
12.648993 7.271579 1
1.016484 18.769148 1
12.937980 18.140038 1
6.290499 9.138563 1
10.734661 20.884861 1
3.311411 20.052431 1
8.243087 19.971682 1
7.898859 16.962032 1
1.283003 20.723549 1
3.884925 7.328055 1
8.714347 7.796384 1
5.921424 16.418026 1
11.807773 7.204387 1
2.033703 26.808788 1
3.764769 11.011065 1
2.189847 24.193691 1
3.824132 12.743782 1
4.960412 17.311050 1
4.106728 9.322228 1
1.469063 12.624872 1
12.220147 18.112995 1
13.670443 9.034551 1
6.289994 4.496174 1
7.052019 8.110615 1
7.543685 13.612636 1
1.606481 22.153715 1
7.529156 17.371477 1
9.246125 18.265648 1
4.992345 18.933542 1
1.506176 16.765060 1
3.186894 21.753113 1
4.318685 23.482119 1
2.180869 7.009479 1
3.387575 5.653384 1
7.222827 24.775827 1
4.752328 17.473957 1
3.624889 23.674828 1
1.878306 2.596580 1
4.676017 7.496334 1
4.392142 24.670097 1
3.339890 9.279705 1
13.907692 21.888433 1
3.761639 9.134118 1
1.632989 4.893790 1
3.902442 14.494335 1
4.466013 25.442846 1
1.246025 22.017694 1
11.761107 8.231551 1
1.000938 5.873166 1
9.279675 19.399595 1
1.694327 12.796088 1
5.507505 2.376276 1
3.773671 22.416685 1
1.746932 21.375628 1
1.498036 18.268915 1
9.784146 19.944462 1
13.768189 19.508490 1
4.584367 3.189705 1
3.049571 22.112743 1
10.638716 9.623892 1
11.442373 18.327318 1
2.716621 23.520845 1
1.410167 3.326833 1
5.811933 3.925722 1
1.171372 26.901039 1
5.721430 18.547853 1
14.174933 21.044445 1
2.564818 12.473115 1
13.714235 19.932423 1
6.168264 6.116355 1
1.794340 12.478597 1
2.253479 3.179565 1
3.595809 4.720220 1
6.522398 21.824865 1
6.332397 2.646326 1
7.612931 4.526340 1
14.267873 18.020006 1
2.490596 25.752602 1
1.233614 24.158607 1
3.154766 13.812676 1
13.801969 8.660500 1
4.219631 26.265242 1
1.308877 25.496964 1
3.796282 8.141282 1
3.005528 12.417651 1
9.010723 20.393066 1
3.422863 19.144646 1
2.005265 2.521598 1
6.404171 26.058542 1
7.636916 12.059469 1
3.252959 14.245250 1
1.714929 22.553486 1
3.129920 12.240864 1
2.651539 5.557234 1
3.509498 21.836760 1
3.194654 18.865131 1
3.660625 11.582122 1
4.830214 9.557244 1
3.181740 5.099237 1
5.413457 18.175825 1
5.213831 17.163553 1
6.039481 26.267317 1
12.200466 8.224799 1
6.514321 6.219443 1
6.048607 16.738056 1
5.382721 13.938781 1
7.044496 9.078459 1
12.826243 21.007488 1
1.998659 12.584449 1
4.050356 4.363585 1
1.108698 18.244663 1
2.603312 4.482911 1
1.177541 23.344400 1
10.206188 9.151859 1
13.970211 10.388787 1
1.710386 5.938867 1
3.362528 23.198824 1
13.434388 19.119553 1
7.514229 23.735994 1
4.835438 25.035118 1
4.082829 4.253243 1
11.357119 9.021277 1
3.554854 4.528093 1
5.700946 17.342085 1
10.919548 9.276332 1
7.155264 2.791331 1
3.821024 13.378613 1
2.072265 18.577282 1
7.994258 14.798219 1
3.048689 11.681817 1
2.592841 8.433166 1
7.727023 23.192110 1
6.757904 26.162563 1
10.480995 9.465963 1
4.048268 7.069682 1
5.245373 11.632040 1
10.173092 10.695366 1
9.118345 10.171700 1
7.199218 18.344679 1
2.352157 10.428762 1
10.350586 18.951696 1
3.739244 24.435602 1
3.616843 19.643991 1
2.906816 22.474909 1
13.789167 20.993370 1
5.671145 3.843725 1
3.125437 8.416833 1
3.484725 23.166054 1
2.241332 2.712510 1
8.635243 18.958788 1
6.222033 6.814658 1
5.401079 5.095940 1
6.316367 20.144272 1
7.023377 5.151998 1
2.398128 7.116377 1
2.985702 8.615596 1
1.794950 19.388367 1
7.259791 4.639408 1
4.764021 12.912425 1
1.801741 25.132961 1
2.562695 4.851362 1
12.272349 8.065646 1
1.069162 3.608540 1
4.136026 13.251408 1
11.354294 7.196090 1
6.219259 15.633893 1
4.819671 14.091209 1
10.154312 21.521709 1
5.768899 26.963129 1
5.690289 7.089451 1
1.047355 19.040628 1
2.177210 16.021793 1
3.784426 2.096457 1
1.414161 12.343296 1
13.755419 20.983089 1
2.267856 16.195421 1
5.018937 18.544788 1
1.580790 3.008567 1
10.381000 8.424226 1
6.255692 17.109468 1
7.800513 15.441495 1
11.306655 18.332176 1
12.238818 19.302053 1
5.777466 5.957894 1
4.464562 5.906417 1
2.333234 9.237938 1
13.743222 9.170635 1
4.579034 3.220645 1
2.733428 6.240253 1
13.368936 18.067312 1
12.465213 10.003629 1
5.943357 11.004107 1
11.521239 8.690283 1
14.397429 20.363565 1
3.744632 22.104420 1
6.295851 9.938690 1
8.973951 18.746433 1
2.751296 25.447523 1
6.557847 2.859508 1
1.632127 4.803914 1
3.186743 19.443525 1
13.799576 10.851217 1
3.382226 16.740917 1
7.829647 3.254197 1
12.691357 20.349201 1
4.273136 12.742840 1
6.186903 6.037338 1
1.711413 16.733479 1
9.703131 18.105967 1
7.005491 4.567081 1
9.904693 18.191809 1
7.333059 25.275356 1
8.890426 19.651669 1
4.731444 23.699432 1
5.194637 20.431744 1
10.144793 18.009193 1
14.577569 7.376653 1
12.145829 19.715389 1
3.030149 22.802376 1
6.165137 14.211249 1
6.004206 8.405697 1
4.024600 3.813625 1
2.928082 21.691059 1
7.147329 14.453815 1
5.345991 8.786697 1
3.780016 5.598541 1
6.131668 12.437235 1
1.575140 14.060646 1
3.156966 18.180185 1
6.129770 21.228033 1
1.713329 15.088709 1
6.841262 19.374628 1
3.889359 16.106295 1
5.967901 15.817294 1
2.185955 20.095949 1
1.281682 6.400160 1
7.280863 16.328047 1
5.959246 6.839101 1
12.544183 18.084785 1
4.047796 20.303713 1
6.857711 19.706560 1
3.594748 6.478458 1
14.001532 18.688986 1
4.524213 8.001559 1
1.445458 3.845594 1
3.941243 23.242304 1
1.927304 9.097925 1
6.523809 26.371626 1
5.438351 14.672866 1
5.885544 13.258623 1
1.356710 23.287537 1
11.622890 21.414286 1
12.810352 10.649067 1
1.654702 4.830183 1
7.135436 19.710527 1
1.101524 14.181354 1
14.834907 21.220106 1
4.917957 21.435255 1
1.535685 11.946856 1
6.952439 18.477793 1
1.349132 19.939919 1
5.688825 24.415461 1
8.884775 8.804733 1
9.358942 20.237463 1
2.760754 10.999591 1
4.943233 16.380070 1
9.900664 18.869619 1
10.716991 9.644240 1
10.989629 8.016540 1
3.289181 24.017078 1
5.870554 2.614387 1
7.806412 14.690428 1
3.980812 17.736765 1
9.608026 19.252392 1
6.352146 23.553667 1
7.344124 20.969763 1
3.739122 18.496941 1
11.625077 21.793133 1
3.415133 12.266264 1
5.849550 24.327967 1
13.068222 10.777247 1
5.383098 10.733102 1
3.666527 24.302898 1
12.832931 7.359321 1
6.162233 19.089350 1
4.675307 13.450975 1
3.035632 2.333515 1
6.517679 15.693071 1
3.672745 22.718025 1
2.950370 2.052826 1
7.830794 19.311586 1
10.705131 8.672003 1
6.666425 3.274169 1
2.258937 7.375836 1
3.150344 18.397844 1
1.313985 17.229486 1
6.333315 15.494009 1
5.579363 24.334311 1
7.321826 14.710855 1
5.881390 23.222803 1
11.425216 9.106998 1
5.160248 11.244818 1
2.642449 7.912811 1
6.149378 21.456432 1
2.283426 2.500576 1
13.252797 9.400790 1
3.832051 17.174223 1
5.727500 5.834377 1
4.810029 22.571877 1
7.163131 7.525234 1
9.064750 8.325154 1
2.395106 25.733177 1
1.899820 8.590413 1
14.850845 8.803328 1
1.451896 6.119111 1
10.404230 21.623222 1
9.997239 19.930668 1
4.461293 13.199538 1
6.718920 26.204622 1
6.934134 7.026669 1
8.504140 21.006218 1
5.985347 19.770174 1
3.185693 20.603731 1
1.326011 8.072169 1
10.649813 7.395624 1
8.660268 10.823710 1
6.137850 9.041172 1
6.361674 4.259203 1
6.945769 24.623312 1
6.526871 3.119898 1
12.084551 18.185827 1
7.218888 12.270904 1
2.216725 15.080404 1
7.586833 12.740333 1
7.910019 9.456189 1
4.222656 19.984999 1
2.989257 11.007618 1
3.508664 5.965183 1
13.177657 8.472653 1
13.777143 7.586013 1
6.936605 13.979246 1
11.445793 10.587428 1
3.039063 25.705149 1
2.235211 22.304714 1
3.603301 2.474697 1
5.444494 20.824266 1
14.080573 10.099581 1
12.054752 18.881378 1
9.560641 10.077668 1
13.589594 7.728424 1
4.696663 15.871661 1
5.662378 25.164394 1
2.903890 22.379921 1
10.905931 9.070865 1
2.271825 10.884677 1
4.681324 9.057094 1
4.216488 4.999733 1
5.953705 15.579122 1
5.727196 18.327168 1
11.250707 18.693094 1
14.995743 10.190403 1
12.929607 10.603889 1
6.455072 9.121847 1
2.635654 7.047463 1
14.331132 9.219444 1
12.338065 20.788855 1
2.875753 3.109046 1
12.026042 19.906170 1
3.063424 5.151883 1
5.335772 20.206409 1
4.104037 22.715540 1
3.536104 6.181027 1
2.857168 26.039129 1
12.138108 18.800535 1
4.998763 8.376912 1
4.258247 4.999096 1
4.720571 20.242538 1
1.359954 18.251640 1
6.766523 15.034645 1
11.310637 10.061281 1
4.934372 8.638471 1
4.739013 24.756538 1
5.536229 22.382339 1
7.704455 21.205740 1
4.333988 23.722954 1
3.247424 25.215075 1
3.225513 11.040023 1
3.932822 23.449442 1
7.533599 15.316164 1
5.886540 10.150337 1
5.108486 3.294153 1
4.404422 25.640205 1
14.004448 19.674881 1
2.991186 11.572398 1
6.342688 12.868498 1
7.847033 3.256360 1
4.474083 2.654680 1
2.376271 10.297924 1
6.078903 19.598017 1
8.271966 9.206738 1
1.729777 13.550834 1
10.908160 10.347357 1
6.076103 6.066171 1
6.953817 4.980599 1
1.545675 11.179503 1
1.765297 14.873399 1
4.484438 6.259204 1
2.432794 18.872986 1
7.995620 24.985313 1
2.732400 10.812661 1
17.803755 11.859573 2
16.661983 21.961000 2
19.232946 6.938784 2
6.555494 15.849249 1
8.295689 14.835023 2
20.044594 24.904877 2
4.133582 12.023610 1
11.258648 22.977806 2
13.751045 15.107180 2
10.871660 26.319376 2
6.850336 21.283941 1
11.534900 21.247847 1
6.666295 10.811459 1
4.844277 18.580673 1
5.765599 26.265854 1
19.044161 23.272995 2
11.632129 2.982009 2
6.685868 20.463358 1
9.802091 24.001881 2
17.584023 10.258428 2
8.007204 19.166748 1
14.684370 24.774302 2
3.953200 24.026554 1
13.391930 9.026485 1
9.940672 7.652666 1
4.750662 8.905867 1
12.128875 12.412532 2
10.908881 21.011881 1
20.695032 25.375099 2
14.688900 11.579708 2
15.995418 11.216589 2
6.883207 7.806538 1
12.689770 8.110318 1
4.282039 20.626785 1
2.869610 5.372560 1
11.404201 3.955804 2
12.466373 20.889521 1
2.038776 5.945178 1
20.999870 7.108215 2
18.799112 5.136712 2
12.877844 6.509307 2
4.262630 11.792256 1
12.588600 13.314396 2
14.747749 4.491002 2
11.616160 20.932346 1
7.085903 26.805712 1
12.539422 23.940344 2
15.956186 17.722748 2
1.708418 20.695072 1
18.465427 22.775940 2
20.588682 20.595280 2
19.067327 26.589893 2
4.279360 22.750296 1
18.778975 3.924867 2
13.994140 8.201103 1
15.012399 9.921678 2
7.575541 7.785699 1
2.483219 17.826805 1
6.600840 15.652672 1
10.429669 16.813498 2
9.690266 2.080786 2
17.664865 7.847293 2
7.942317 6.615562 1
13.182117 17.678947 2
15.808769 7.055319 2
19.418287 19.118914 2
14.062607 8.431637 1
11.648819 4.191091 2
6.209939 23.934599 1
14.722499 4.343506 2
16.515345 9.209485 2
7.592842 6.743775 1
20.687263 2.089464 2
17.547823 10.286977 2
16.297428 19.476885 2
8.676639 21.356836 1
18.238342 7.088705 2
16.873137 15.701051 2
10.962879 16.404989 2
10.273243 23.223555 2
4.608425 19.104462 1
15.551006 5.476455 2
13.062177 14.310543 2
17.762672 20.106300 2
4.564150 7.549139 1
10.970510 5.031470 2
7.496140 25.297382 1
19.169693 17.552385 2
10.921488 10.374292 1
8.886543 18.470779 1
7.627716 4.278714 1
9.546554 25.362366 2
12.671406 8.636533 1
17.598782 11.859709 2
18.951204 5.401865 2
16.665640 21.359655 2
6.873561 4.866695 1
18.310696 20.025145 2
1.983249 13.227628 1
20.729342 19.697727 2
5.217658 13.847349 1
7.035262 18.427998 1
2.030166 3.335557 1
12.572697 15.247480 2
13.194582 15.143678 2
5.673124 22.745207 1
2.401804 4.470936 1
10.634667 7.637273 1
7.885019 22.372717 1
5.007047 12.029691 1
5.619919 11.643706 1
11.656920 5.868094 2
8.604293 11.554179 2
6.208897 18.241474 1
12.046328 24.989773 2
14.956964 9.798762 1
13.917781 2.150119 2
11.659197 23.097740 2
4.057516 2.822316 1
2.271212 19.143045 1
15.006023 16.195778 2
1.022510 2.142729 1
7.104776 8.539258 1
14.107362 23.438881 2
4.623224 10.533862 1
14.346810 23.975237 2
14.066099 9.830739 1
18.700283 6.656619 2
4.142784 14.586525 1
17.579145 18.891352 2
12.028859 25.335501 2
19.782583 21.991142 2
17.282776 16.862432 2
19.717035 10.113535 2
18.486189 16.728916 2
16.508429 21.872753 2
18.460426 18.610359 2
11.771130 5.708548 2
15.018207 14.953767 2
17.652182 14.876227 2
13.753127 13.303060 2
3.879640 12.326946 1
12.474424 22.323675 2
12.653645 13.168563 2
10.547228 26.879122 2
2.174465 3.856511 1
5.452047 7.494696 1
9.771236 23.264662 2
7.671385 15.418562 1
19.996407 13.654215 2
18.686356 26.181923 2
16.604479 21.161190 2
12.215690 15.861204 2
10.559218 11.002628 2
14.077598 24.913067 2
18.308670 4.744442 2
8.471117 6.975068 2
13.930404 16.817297 2
1.378215 10.596034 1
18.743940 25.331814 2
10.754414 21.880781 1
10.516113 8.824678 1
19.932810 5.058145 2
18.313580 17.579861 2
15.373326 25.113487 2
